accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	fasta_file	assembly	filename	filename2	filename3	filename4	filename5	filename6	filename7	filename8
SRR28222344	SRP493308	new	PRJNA1083727	SAMN40257699	CO1_G6.1020.c.S47.L001	1020.c	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			G6-1020-c_S47_L001_R1_001.fastq.gz	G6-1020-c_S47_L001_R2_001.fastq.gz						
SRR28222343	SRP493308	new	PRJNA1083727	SAMN40257700	CO1_2.A7.1052.a.S141.L001	1052.a	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			2-A7-1052-a_S141_L001_R1_001.fastq.gz	2-A7-1052-a_S141_L001_R2_001.fastq.gz						
SRR28222342	SRP493308	new	PRJNA1083727	SAMN40257701	CO1_2.B12.1061.c.S177.L001	1061.c	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			2-B12-1061-c_S177_L001_R1_001.fastq.gz	2-B12-1061-c_S177_L001_R2_001.fastq.gz						
SRR28222341	SRP493308	new	PRJNA1083727	SAMN40257702	CO1_2.B10.1061.a.S166.L001	1061.a	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			2-B10-1061-a_S166_L001_R1_001.fastq.gz	2-B10-1061-a_S166_L001_R2_001.fastq.gz						
SRR28222340	SRP493308	new	PRJNA1083727	SAMN40257703	CO1_A7.1022.a.S49.L001	1022.a	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			A7-1022-a_S49_L001_R1_001.fastq.gz	A7-1022-a_S49_L001_R2_001.fastq.gz						
SRR28222299	SRP493308	new	PRJNA1083727	SAMN40257704	CO1_D4.1017.a.S28.L001	1017.a	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			D4-1017-a_S28_L001_R1_001.fastq.gz	D4-1017-a_S28_L001_R2_001.fastq.gz						
SRR28222298	SRP493308	new	PRJNA1083727	SAMN40257705	CO1_2.E3.1040.c.S113.L001	1040.c	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			2-E3-1040-c_S113_L001_R1_001.fastq.gz	2-E3-1040-c_S113_L001_R2_001.fastq.gz						
SRR28222297	SRP493308	new	PRJNA1083727	SAMN40257706	CO1_F8.1027.b.S62.L001	1027.b	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			F8-1027-b_S62_L001_R1_001.fastq.gz	F8-1027-b_S62_L001_R2_001.fastq.gz						
SRR28222296	SRP493308	new	PRJNA1083727	SAMN40257707	CO1_2.D11.1063.b.S173.L001	1063.b	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			2-D11-1063-b_S173_L001_R1_001.fastq.gz	2-D11-1063-b_S173_L001_R2_001.fastq.gz						
SRR28222294	SRP493308	new	PRJNA1083727	SAMN40257708	CO1_2.G4.1050.a.S123.L001	1050.a	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			2-G4-1050-a_S123_L001_R1_001.fastq.gz	2-G4-1050-a_S123_L001_R2_001.fastq.gz						
SRR28222293	SRP493308	new	PRJNA1083727	SAMN40257709	CO1_2.G5.1050.b.S131.L001	1050.b	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			2-G5-1050-b_S131_L001_R1_001.fastq.gz	2-G5-1050-b_S131_L001_R2_001.fastq.gz						
SRR28222292	SRP493308	new	PRJNA1083727	SAMN40257710	CO1_E2.1010.b.S13.L001	1010.b	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			E2-1010-b_S13_L001_R1_001.fastq.gz	E2-1010-b_S13_L001_R2_001.fastq.gz						
